발생년월일,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,법규위반,도로형태_대분류,도로형태,당사자종별_1당_대분류,당사자종별_2당_대분류,경도,위도,발생지,사고피해정도,사고차량타입,도시여부,주말/공휴일,인구수,발생지번호,보행자의위치,무단횡단여부
2015-05-07,1,3,1,1,0,0,0,경남,사천시,1,10,0,0,0,4,1,128.043,35.0432,경남사천시,0,이륜차없음,0,0,0,57,0,0
2015-05-07,0,3,1,4,2,0,1,경북,성주군,1,1,5,0,0,5,2,128.3266,35.8383,경북성주군,1,특수차승용차,0,0,0,168,0,0
2015-05-07,0,3,1,1,0,0,0,전남,영암군,1,11,0,0,0,4,1,126.5837,34.8608,전남영암군,0,이륜차없음,0,0,0,16,0,0
2015-05-07,0,3,1,2,0,1,0,경북,상주시,1,8,7,0,0,6,3,128.2044,36.5528,경북상주시,0,원동기장치자전거화물차,0,0,0,58,0,0
2015-05-08,1,4,1,1,0,0,0,서울,성북구,1,8,3,0,0,6,2,127.0353,37.5965,서울성북구,0,원동기장치자전거승용차,0,0,0,167,0,0
2015-05-08,1,4,1,1,0,0,0,전북,정읍시,1,8,10,0,0,7,2,126.8663,35.5634,전북정읍시,0,자전거승용차,0,0,0,12,0,0
2015-05-08,1,4,1,1,0,0,0,충북,제천시,1,11,0,1,2,9,1,128.1687,36.9073,충북제천시,0,농기계없음,0,0,0,103,0,0
2015-05-08,1,4,1,1,0,0,0,대구,북구,1,8,6,0,0,7,6,128.5467,35.9038,대구북구,0,자전거승합차,0,0,0,112,0,0
2015-05-08,0,4,1,1,0,0,0,경기,안산시,1,1,9,1,1,7,2,126.8054,37.2997,경기안산시,0,자전거승용차,0,0,0,2,0,0
2015-05-09,0,5,1,3,1,1,0,전남,순천시,1,10,0,0,0,2,1,127.4736,34.8886,전남순천시,0,승합차없음,0,1,0,27,0,0
2015-05-09,1,5,1,1,0,0,0,경기,용인시,1,5,7,1,1,1,4,127.374,37.1655,경기용인시,0,화물차이륜차,0,1,0,51,0,0
2015-05-09,1,5,3,12,9,0,0,경남,창녕군,1,6,0,0,0,2,1,128.6253,35.4289,경남창녕군,2,승합차없음,0,1,0,211,0,0
2015-05-09,1,5,1,2,0,1,0,경북,영천시,1,9,5,0,0,4,2,129.0318,36.08,경북영천시,0,이륜차승용차,0,1,0,5,0,0
2015-05-09,1,5,1,1,0,0,0,서울,중랑구,1,6,0,0,0,0,1,127.0942,37.5805,서울중랑구,0,승용차없음,0,1,0,196,0,0
2015-05-09,0,5,1,1,0,0,0,강원,양양군,1,6,2,0,0,4,1,128.5878,38.0703,강원양양군,0,이륜차없음,0,1,0,164,0,0
2015-05-09,0,5,1,1,0,0,0,경남,통영시,1,10,0,0,0,0,1,128.2183,34.8466,경남통영시,0,승용차없음,0,1,0,212,0,0
2015-05-09,0,5,1,1,0,0,0,경기,포천시,1,10,0,0,0,4,1,127.2202,37.8677,경기포천시,0,이륜차없음,0,1,0,171,0,0
2015-05-10,0,6,1,2,1,0,0,전북,전주시,1,6,0,0,0,0,1,127.1392,35.812,전북전주시,0,승용차없음,0,1,0,11,0,0
2015-05-10,0,6,1,2,1,0,0,경북,포항시,1,5,0,1,1,1,3,129.3594,36.2275,경북포항시,0,화물차화물차,0,1,0,160,0,0
2015-05-10,0,6,1,1,0,0,0,경기,시흥시,1,6,0,0,0,0,1,126.8563,37.3798,경기시흥시,0,승용차없음,0,1,0,73,0,0
2015-05-10,1,6,1,1,0,0,0,서울,노원구,1,1,0,0,0,7,1,127.0625,37.6153,서울노원구,0,자전거없음,0,1,0,18,0,0
2015-05-10,0,6,1,1,0,0,0,대구,달서구,1,8,0,1,2,0,4,128.5248,35.8142,대구달서구,0,승용차이륜차,0,1,0,20,0,0
2015-05-11,0,0,1,1,0,0,0,전북,익산시,1,6,0,0,0,0,1,126.9319,35.9137,전북익산시,0,승용차없음,0,0,0,125,0,0
2015-05-11,1,0,1,1,0,0,0,전남,광양시,1,8,6,1,1,3,2,127.6892,34.9394,전남광양시,0,건설기계승용차,0,0,0,130,0,0
2015-05-11,1,0,1,3,0,2,0,광주,동구,1,8,0,1,1,0,2,126.9242,35.1519,광주동구,0,승용차승용차,0,0,0,162,0,0
2015-05-11,1,0,1,3,1,1,0,강원,횡성군,1,5,0,0,0,1,3,128.2476,37.5142,강원횡성군,0,화물차화물차,0,0,0,31,0,0
2015-05-11,1,0,1,2,1,0,0,충남,당진시,1,8,7,1,1,0,3,126.758,36.8037,충남당진시,0,승용차화물차,0,0,0,46,0,0
2015-05-11,0,0,1,1,0,0,0,제주,제주시,1,10,0,0,0,0,1,126.2996,33.4442,제주제주시,0,승용차없음,0,0,0,90,0,0
2015-05-11,0,0,1,1,0,0,0,경기,김포시,1,5,0,0,0,1,6,126.6369,37.6739,경기김포시,0,화물차승합차,0,0,0,47,0,0
2015-05-12,0,1,1,2,0,1,0,서울,마포구,1,6,0,0,0,1,1,126.9222,37.5435,서울마포구,0,화물차없음,0,0,0,159,0,0
2015-05-12,0,1,1,2,1,0,0,경기,화성시,1,6,0,0,0,0,1,126.8223,37.1953,경기화성시,0,승용차없음,0,0,0,50,0,0
2015-05-12,1,1,1,5,1,3,0,광주,북구,1,9,5,0,0,0,2,126.8825,35.1744,광주북구,1,승용차승용차,0,0,0,137,0,0
2015-05-12,1,1,1,1,0,0,0,부산,사하구,1,6,0,0,0,4,1,128.9588,35.1144,부산사하구,0,이륜차없음,0,0,0,25,0,0
2015-05-12,1,1,2,3,1,0,0,전북,완주군,1,8,6,1,1,3,6,127.0361,35.8242,전북완주군,1,건설기계승합차,0,0,0,28,0,0
2015-05-12,1,1,1,1,0,0,0,충남,논산시,1,8,7,1,1,1,4,127.0891,36.201,충남논산시,0,화물차이륜차,0,0,0,61,0,0
2015-05-12,0,1,1,1,0,0,0,전남,강진군,1,6,0,0,0,1,1,126.7863,34.6708,전남강진군,0,화물차없음,0,0,0,121,0,0
2015-05-13,1,2,1,1,0,0,0,충남,보령시,1,6,0,0,0,0,1,126.6028,36.3351,충남보령시,0,승용차없음,0,0,0,136,0,0
2015-05-13,1,2,1,1,0,0,0,전남,보성군,1,8,2,1,1,0,4,127.3296,34.8375,전남보성군,0,승용차이륜차,0,0,0,122,0,0
2015-05-13,0,2,1,1,0,0,0,전남,해남군,1,1,0,0,0,7,1,126.6288,34.5018,전남해남군,0,자전거없음,0,0,0,119,0,0
2015-05-13,0,2,1,1,0,0,0,충남,논산시,1,10,4,0,0,6,1,127.163,36.2246,충남논산시,0,원동기장치자전거없음,0,0,0,61,0,0
2015-05-13,0,2,1,1,0,0,0,경북,청송군,1,6,0,0,0,1,1,129.0321,36.2727,경북청송군,0,화물차없음,0,0,0,203,0,0
2015-05-13,0,2,1,1,0,0,0,전북,전주시,1,8,0,0,0,0,5,127.1757,35.8296,전북전주시,0,승용차자전거,0,0,0,11,0,0
2015-05-14,0,3,1,2,1,0,0,충북,청주시,1,8,6,1,1,0,2,127.458,36.7376,충북청주시,0,승용차승용차,0,0,0,83,0,0
2015-05-14,1,3,1,1,0,0,0,충북,청주시,1,1,0,1,1,0,5,127.4954,36.6217,충북청주시,0,승용차자전거,0,0,0,83,0,0
2015-05-14,1,3,1,1,0,0,0,전남,순천시,1,1,7,1,1,6,6,127.5144,34.9449,전남순천시,0,원동기장치자전거승합차,0,0,0,27,0,0
2015-05-14,0,3,1,1,0,0,0,경기,평택시,1,10,0,0,0,7,1,127.0715,37.0226,경기평택시,0,자전거없음,0,0,0,14,0,0
2015-05-14,0,3,1,1,0,0,0,경기,고양시,1,8,6,1,1,2,4,126.7879,37.6431,경기고양시,0,승합차이륜차,0,0,0,40,0,0
2015-05-14,0,3,1,7,1,4,1,경북,칠곡군,1,8,0,1,1,0,2,128.4106,36.0833,경북칠곡군,1,승용차승용차,0,0,0,21,0,0
2015-05-15,1,4,1,2,0,1,0,충북,충주시,1,1,0,1,1,1,3,127.9302,37.0519,충북충주시,0,화물차화물차,0,0,0,6,0,0
2015-05-15,1,4,1,1,0,0,0,충남,예산군,1,8,8,1,1,0,4,126.763,36.7201,충남예산군,0,승용차이륜차,0,0,0,187,0,0
2015-05-15,1,4,2,3,1,0,0,전북,진안군,1,11,0,0,0,0,1,127.4282,35.7546,전북진안군,1,승용차없음,0,0,0,192,0,0
2015-05-15,1,4,1,1,0,0,0,부산,강서구,1,8,10,0,0,0,4,128.9334,35.112,부산강서구,0,승용차이륜차,0,0,0,206,0,0
2015-05-15,1,4,1,1,0,0,0,경북,칠곡군,1,8,0,0,0,0,5,128.3945,35.9824,경북칠곡군,0,승용차자전거,0,0,0,21,0,0
2015-05-15,0,4,1,1,0,0,0,경북,포항시,1,10,0,0,0,0,1,129.3688,35.9372,경북포항시,0,승용차없음,0,0,0,160,0,0
2015-05-15,0,4,1,4,2,1,0,충남,금산군,1,1,0,0,0,0,2,127.5538,36.0574,충남금산군,1,승용차승용차,0,0,0,68,0,0
2015-05-15,0,4,1,2,0,1,0,충북,청주시,1,1,7,1,1,0,4,127.4783,36.6155,충북청주시,0,승용차이륜차,0,0,0,83,0,0
2015-05-16,0,5,1,3,2,0,0,대구,달성군,1,8,0,1,1,1,2,128.4535,35.7298,대구달성군,1,화물차승용차,0,1,0,30,0,0
2015-05-16,0,5,1,4,1,2,0,경기,화성시,1,8,6,1,1,4,2,127.0706,37.2097,경기화성시,1,이륜차승용차,0,1,0,50,0,0
2015-05-16,0,5,1,1,0,0,0,경기,화성시,1,9,5,0,0,0,2,126.9195,37.1317,경기화성시,0,승용차승용차,0,1,0,50,0,0
2015-05-16,0,5,1,1,0,0,0,경북,칠곡군,1,6,0,0,0,0,1,128.5299,36.0441,경북칠곡군,0,승용차없음,0,1,0,21,0,0
2015-05-16,1,5,2,2,0,0,0,경북,구미시,1,1,5,0,0,6,2,128.3526,36.1232,경북구미시,0,원동기장치자전거승용차,0,1,0,144,0,0
2015-05-16,1,5,1,1,0,0,0,제주,제주시,1,1,0,0,0,0,1,126.3861,33.4887,제주제주시,0,승용차없음,0,1,0,90,0,0
2015-05-16,1,5,1,3,2,0,0,광주,광산구,1,8,7,1,1,1,3,126.7895,35.1957,광주광산구,1,화물차화물차,0,1,0,135,0,0
2015-05-16,1,5,1,1,0,0,0,경기,이천시,1,1,9,1,1,6,2,127.4584,37.2598,경기이천시,0,원동기장치자전거승용차,0,1,0,41,0,0
2015-05-16,1,5,1,1,0,0,0,서울,중랑구,1,6,0,0,0,6,1,127.094,37.5842,서울중랑구,0,원동기장치자전거없음,0,1,0,196,0,0
2015-05-16,1,5,2,2,0,0,0,충남,당진시,1,9,5,0,0,4,3,126.611,37.0104,충남당진시,0,이륜차화물차,0,1,0,46,0,0
2015-05-16,0,5,2,4,2,0,0,경기,의정부시,1,8,0,1,1,0,2,127.0352,37.7328,경기의정부시,1,승용차승용차,0,1,0,64,0,0
2015-05-16,0,5,1,1,0,0,0,경기,포천시,1,8,8,1,1,1,7,127.3079,37.9093,경기포천시,0,화물차원동기장치자전거,0,1,0,171,0,0
2015-05-16,0,5,1,1,0,0,0,경북,울진군,1,6,0,0,0,0,1,129.3721,37.0791,경북울진군,0,승용차없음,0,1,0,208,0,0
2015-05-16,0,5,1,1,0,0,0,경북,포항시,1,10,0,0,0,1,1,129.2344,36.0602,경북포항시,0,화물차없음,0,1,0,160,0,0
2015-05-17,1,6,1,1,0,0,0,경남,통영시,1,9,5,0,0,0,9,128.4296,34.8702,경남통영시,0,승용차건설기계,0,1,0,212,0,0
2015-05-17,1,6,1,2,0,1,0,경기,안성시,1,5,0,1,1,0,11,127.2644,36.9814,경기안성시,0,승용차특수차,0,1,0,23,0,0
2015-05-17,1,6,1,2,0,1,0,전남,진도군,1,1,0,0,0,1,3,126.1485,34.4233,전남진도군,0,화물차화물차,0,1,0,71,0,0
2015-05-17,1,6,1,1,0,0,0,충북,옥천군,1,6,0,0,0,7,1,127.6942,36.3956,충북옥천군,0,자전거없음,0,1,0,142,0,0
2015-05-17,0,6,1,1,0,0,0,경기,안산시,1,5,0,1,1,2,7,126.7906,37.3131,경기안산시,0,승합차원동기장치자전거,0,1,0,2,0,0
2015-05-17,0,6,3,4,1,0,0,경남,사천시,1,5,0,0,0,0,2,128.0569,34.9846,경남사천시,1,승용차승용차,0,1,0,57,0,0
2015-05-17,0,6,1,2,1,0,0,경북,포항시,1,6,0,0,0,0,1,129.5195,35.8825,경북포항시,0,승용차없음,0,1,0,160,0,0
2015-05-17,0,6,1,1,0,0,0,경북,문경시,1,6,0,0,0,0,1,128.0379,36.7468,경북문경시,0,승용차없음,0,1,0,74,0,0
2015-05-18,1,0,2,5,2,1,0,전남,영암군,1,8,5,1,2,0,2,126.4771,34.7468,전남영암군,1,승용차승용차,0,0,0,16,0,0
2015-05-18,0,0,1,2,1,0,0,경북,고령군,1,9,5,0,0,1,2,128.4096,35.7036,경북고령군,0,화물차승용차,0,0,0,220,0,0
2015-05-18,0,0,1,1,0,0,0,전북,김제시,1,5,0,0,0,1,5,126.8754,35.8053,전북김제시,0,화물차자전거,0,0,0,34,0,0
2015-05-18,0,0,1,1,0,0,0,경북,김천시,1,10,0,0,0,4,1,128.0956,36.1178,경북김천시,0,이륜차없음,0,0,0,76,0,0
2015-05-19,0,1,1,1,0,0,0,대구,중구,1,1,0,0,0,0,2,128.6087,35.8626,대구중구,0,승용차승용차,0,0,0,178,0,0
2015-05-19,1,1,1,1,0,0,0,강원,철원군,1,10,0,0,0,0,1,127.4605,38.1663,강원철원군,0,승용차없음,0,0,0,184,0,0
2015-05-19,1,1,1,3,2,0,0,경기,양주시,1,8,7,1,1,0,2,126.9913,37.7948,경기양주시,1,승용차승용차,0,0,0,59,0,0
2015-05-19,1,1,1,2,0,1,0,경남,밀양시,1,9,5,0,0,4,2,128.7204,35.5265,경남밀양시,0,이륜차승용차,0,0,0,177,0,0
2015-05-19,0,1,1,1,0,0,0,경기,시흥시,1,6,0,1,1,0,1,126.7737,37.3562,경기시흥시,0,승용차없음,0,0,0,73,0,0
2015-05-20,0,2,1,1,0,0,0,전남,영광군,1,6,0,0,0,1,1,126.3543,35.2296,전남영광군,0,화물차없음,0,0,0,127,0,0
2015-05-20,1,2,1,3,2,0,0,충남,아산시,1,5,0,0,0,1,9,126.9834,36.6537,충남아산시,1,화물차건설기계,0,0,0,53,0,0
2015-05-20,1,2,1,1,0,0,0,경북,고령군,1,5,0,0,0,0,7,128.3511,35.7477,경북고령군,0,승용차원동기장치자전거,0,0,0,220,0,0
2015-05-20,1,2,1,1,0,0,0,울산,울주군,1,8,7,1,1,1,5,129.1849,35.5537,울산울주군,0,화물차자전거,0,0,0,17,0,0
2015-05-20,1,2,1,1,0,0,0,경기,포천시,1,6,0,1,2,0,1,127.2229,37.9383,경기포천시,0,승용차없음,0,0,0,171,0,0
2015-05-20,1,2,1,1,0,0,0,전북,부안군,1,5,0,1,2,1,6,126.7672,35.7306,전북부안군,0,화물차승합차,0,0,0,185,0,0
2015-05-20,0,2,1,3,1,1,0,경기,평택시,1,1,8,1,1,0,2,127.0561,37.0633,경기평택시,0,승용차승용차,0,0,0,14,0,0
2015-05-20,0,2,2,3,0,1,0,전남,여수시,1,8,6,1,1,2,4,127.6357,34.7608,전남여수시,1,승합차이륜차,0,0,0,102,0,0
2015-05-20,0,2,1,1,0,0,0,전남,여수시,1,8,8,1,1,0,7,127.7754,34.6603,전남여수시,0,승용차원동기장치자전거,0,0,0,102,0,0
2015-05-20,0,2,1,3,1,1,0,경북,상주시,1,5,0,0,0,1,3,128.2303,36.3494,경북상주시,0,화물차화물차,0,0,0,58,0,0
2015-05-21,0,3,1,1,0,0,0,부산,강서구,1,6,0,0,0,1,1,128.9038,35.089,부산강서구,0,화물차없음,0,0,0,206,0,0
2015-05-21,0,3,1,1,0,0,0,경기,성남시,1,6,0,0,0,4,1,127.1376,37.465,경기성남시,0,이륜차없음,0,0,0,95,0,0
2015-05-21,0,3,1,1,0,0,0,경기,고양시,1,6,0,0,0,0,1,126.7537,37.6423,경기고양시,0,승용차없음,0,0,0,40,0,0
2015-05-21,0,3,1,1,0,0,0,충남,서천군,1,5,0,0,0,1,5,126.6906,36.0351,충남서천군,0,화물차자전거,0,0,0,10,0,0
2015-05-21,1,3,1,1,0,0,0,부산,부산진구,1,1,6,0,3,2,5,129.0674,35.1751,부산부산진구,0,승합차자전거,0,0,0,163,0,0
2015-05-21,1,3,1,2,1,0,0,경기,김포시,1,9,5,0,0,0,2,126.677,37.6538,경기김포시,0,승용차승용차,0,0,0,47,0,0
2015-05-21,1,3,1,1,0,0,0,강원,춘천시,1,8,6,1,1,1,4,127.7591,37.8386,강원춘천시,0,화물차이륜차,0,0,0,111,0,0
2015-05-21,1,3,1,1,0,0,0,서울,구로구,1,8,0,0,3,7,2,126.889,37.5024,서울구로구,0,자전거승용차,0,0,0,79,0,0
2015-05-21,1,3,1,2,1,0,0,서울,노원구,1,6,0,0,0,4,1,127.0953,37.6264,서울노원구,0,이륜차없음,0,0,0,18,0,0
2015-05-21,1,3,1,1,0,0,0,대구,동구,1,1,9,1,2,7,3,128.6374,35.9437,대구동구,0,자전거화물차,0,0,0,26,0,0
2015-05-21,0,3,1,1,0,0,0,경기,남양주시,1,8,0,1,2,2,5,127.1806,37.617,경기남양주시,0,승합차자전거,0,0,0,70,0,0
2015-05-22,1,4,1,1,0,0,0,경남,거창군,1,8,8,1,1,6,3,128.0372,35.7034,경남거창군,0,원동기장치자전거화물차,0,0,0,154,0,0
2015-05-22,1,4,1,1,0,0,0,전북,완주군,1,1,0,1,1,1,1,127.0726,35.9105,전북완주군,0,화물차없음,0,0,0,28,0,0
2015-05-22,1,4,1,1,0,0,0,제주,제주시,1,5,9,0,3,7,2,126.5392,33.5063,제주제주시,0,자전거승용차,0,0,0,90,0,0
2015-05-22,1,4,2,2,0,0,0,경기,이천시,1,8,7,1,1,4,2,127.4,37.3008,경기이천시,0,이륜차승용차,0,0,0,41,0,0
2015-05-22,0,4,1,1,0,0,0,충남,아산시,1,11,0,0,0,9,1,126.9083,36.8111,충남아산시,0,농기계없음,0,0,0,53,0,0
2015-05-23,1,5,1,1,0,0,0,경기,파주시,1,1,0,0,0,3,4,126.7923,37.8133,경기파주시,0,건설기계이륜차,0,1,0,175,0,0
2015-05-23,1,5,1,1,0,0,0,전북,익산시,1,8,0,0,0,0,8,126.9287,35.9369,전북익산시,0,승용차농기계,0,1,0,125,0,0
2015-05-23,1,5,1,2,1,0,0,충남,천안시,1,5,0,0,0,0,2,127.1747,36.9644,충남천안시,0,승용차승용차,0,1,0,63,0,0
2015-05-23,1,5,1,1,0,0,0,경북,경주시,1,1,0,1,1,4,2,129.0358,35.7576,경북경주시,0,이륜차승용차,0,1,0,100,0,0
2015-05-23,1,5,1,1,0,0,0,경북,성주군,1,1,0,2,4,0,1,128.1723,35.8818,경북성주군,0,승용차없음,0,1,0,168,0,0
2015-05-23,1,5,1,1,0,0,0,경기,안산시,1,11,0,1,2,6,1,126.8179,37.342,경기안산시,0,원동기장치자전거없음,0,1,0,2,0,0
2015-05-23,1,5,1,3,0,2,0,경남,진주시,1,5,2,1,1,0,2,128.1145,35.2023,경남진주시,0,승용차승용차,0,1,0,42,0,0
2015-05-24,0,6,1,2,0,1,0,서울,노원구,1,8,5,1,1,2,4,127.0525,37.6261,서울노원구,0,승합차이륜차,0,1,0,18,0,0
2015-05-24,1,6,1,2,1,0,0,경남,진주시,1,9,5,0,0,6,2,128.2202,35.1187,경남진주시,0,원동기장치자전거승용차,0,1,0,42,0,0
2015-05-24,1,6,1,6,5,0,0,강원,양양군,1,5,8,1,1,0,2,128.4542,38.0774,강원양양군,1,승용차승용차,0,1,0,164,0,0
2015-05-24,1,6,1,1,0,0,0,제주,서귀포시,1,6,0,0,0,4,1,126.6021,33.3241,제주서귀포시,0,이륜차없음,0,1,0,62,0,0
2015-05-24,1,6,1,5,1,3,0,광주,북구,1,8,6,1,1,0,2,126.8712,35.2123,광주북구,1,승용차승용차,0,1,0,137,0,0
2015-05-24,0,6,1,3,2,0,0,경북,영주시,1,9,5,0,0,0,2,128.5666,36.9121,경북영주시,1,승용차승용차,0,1,0,113,0,0
2015-05-24,0,6,1,1,0,0,0,충남,천안시,1,1,4,0,0,0,1,127.2357,36.7686,충남천안시,0,승용차없음,0,1,0,63,0,0
2015-05-25,0,0,1,2,1,0,0,대전,서구,1,8,0,0,0,0,4,127.3851,36.3225,대전서구,0,승용차이륜차,0,1,0,4,0,0
2015-05-25,0,0,1,2,1,0,0,대전,서구,1,8,6,1,1,4,2,127.3952,36.3577,대전서구,0,이륜차승용차,0,1,0,4,0,0
2015-05-25,0,0,1,3,2,0,0,강원,속초시,1,6,0,0,0,4,1,128.6078,38.1681,강원속초시,1,이륜차없음,0,1,0,104,0,0
2015-05-25,1,0,1,3,0,1,1,경남,함양군,1,8,0,0,0,0,6,127.6911,35.4826,경남함양군,0,승용차승합차,0,1,0,108,0,0
2015-05-25,0,0,1,2,0,0,1,서울,마포구,1,1,5,0,0,0,2,126.9351,37.5542,서울마포구,0,승용차승용차,0,1,0,159,0,0
2015-05-25,0,0,1,1,0,0,0,경북,영천시,1,6,0,1,2,1,1,128.7875,36.0457,경북영천시,0,화물차없음,0,1,0,5,0,0
2015-05-25,0,0,2,2,0,0,0,대전,유성구,1,10,0,0,0,6,1,127.3814,36.3743,대전유성구,0,원동기장치자전거없음,0,1,0,148,0,0
2015-05-26,0,1,1,1,0,0,0,충남,천안시,1,1,10,0,0,0,3,127.1217,36.7863,충남천안시,0,승용차화물차,0,0,0,63,0,0
2015-05-26,0,1,1,1,0,0,0,충북,증평군,1,8,6,1,1,0,8,127.6147,36.8302,충북증평군,0,승용차농기계,0,0,0,138,0,0
2015-05-26,0,1,1,1,0,0,0,경북,김천시,1,10,0,0,0,0,1,128.084,36.1248,경북김천시,0,승용차없음,0,0,0,76,0,0
2015-05-26,1,1,1,4,0,3,0,제주,제주시,1,5,0,0,0,1,3,126.8253,33.5355,제주제주시,1,화물차화물차,0,0,0,90,0,0
2015-05-26,1,1,1,2,1,0,0,부산,중구,1,8,0,0,0,4,9,129.0349,35.0981,부산중구,0,이륜차건설기계,0,0,0,228,0,0
2015-05-26,1,1,1,1,0,0,0,경기,양주시,1,8,9,0,0,1,7,127.0204,37.7875,경기양주시,0,화물차원동기장치자전거,0,0,0,59,0,0
2015-05-26,1,1,1,2,0,1,0,경남,창녕군,1,9,5,0,0,0,6,128.5096,35.4587,경남창녕군,0,승용차승합차,0,0,0,211,0,0
2015-05-26,1,1,3,4,1,0,0,전남,순천시,1,1,5,0,0,0,3,127.203,35.0869,전남순천시,1,승용차화물차,0,0,0,27,0,0
2015-05-26,1,1,1,2,0,1,0,전북,정읍시,1,9,5,0,0,4,3,126.7493,35.6171,전북정읍시,0,이륜차화물차,0,0,0,12,0,0
2015-05-26,0,1,1,1,0,0,0,경북,김천시,1,6,0,0,0,9,1,128.1221,36.1665,경북김천시,0,농기계없음,0,0,0,76,0,0
2015-05-26,0,1,1,1,0,0,0,경기,양주시,1,5,0,0,0,0,5,127.0526,37.7663,경기양주시,0,승용차자전거,0,0,0,59,0,0
2015-05-26,0,1,1,1,0,0,0,경남,거제시,1,5,3,0,0,0,2,128.6196,34.8911,경남거제시,0,승용차승용차,0,0,0,15,0,0
2015-05-26,0,1,1,1,0,0,0,대구,북구,1,5,0,0,0,1,5,128.5903,35.9135,대구북구,0,화물차자전거,0,0,0,112,0,0
2015-05-26,0,1,1,1,0,0,0,전북,익산시,1,5,0,0,0,1,5,127.0064,36.004,전북익산시,0,화물차자전거,0,0,0,125,0,0
2015-05-26,0,1,1,2,0,1,0,서울,동작구,1,8,6,1,1,4,4,126.9444,37.5052,서울동작구,0,이륜차이륜차,0,0,0,93,0,0
2015-05-26,0,1,1,2,0,1,0,경기,시흥시,1,9,5,0,0,1,6,126.8231,37.4099,경기시흥시,0,화물차승합차,0,0,0,73,0,0
2015-05-27,0,2,1,3,1,1,0,전남,나주시,1,9,5,0,0,0,2,126.668,35.0103,전남나주시,0,승용차승용차,0,0,0,33,0,0
2015-05-27,0,2,1,2,0,0,1,대구,북구,1,6,0,0,0,4,1,128.6174,35.898,대구북구,0,이륜차없음,0,0,0,112,0,0
2015-05-27,1,2,1,1,0,0,0,전북,무주군,1,10,0,0,0,9,1,127.713,36.0199,전북무주군,0,농기계없음,0,0,0,182,0,0
2015-05-27,1,2,1,1,0,0,0,경남,하동군,1,6,0,0,0,0,1,127.6348,35.1758,경남하동군,0,승용차없음,0,0,0,172,0,0
2015-05-27,1,2,2,2,0,0,0,전남,해남군,1,6,0,0,0,0,1,126.6676,34.4701,전남해남군,0,승용차없음,0,0,0,119,0,0
2015-05-27,1,2,1,1,0,0,0,서울,양천구,1,10,0,0,0,6,1,126.8777,37.5166,서울양천구,0,원동기장치자전거없음,0,0,0,140,0,0
2015-05-27,1,2,1,1,0,0,0,경기,평택시,1,8,8,1,1,1,4,127.1146,37.003,경기평택시,0,화물차이륜차,0,0,0,14,0,0
2015-05-27,1,2,2,5,3,0,0,충남,태안군,1,9,5,1,2,0,9,126.2875,36.6936,충남태안군,1,승용차건설기계,0,0,0,169,0,0
2015-05-27,1,2,1,1,0,0,0,경남,창원시(통합),1,1,5,0,0,6,3,128.7093,35.3515,경남창원시(통합),0,원동기장치자전거화물차,0,0,0,86,0,0
2015-05-27,1,2,1,1,0,0,0,경기,의정부시,1,1,7,1,1,0,5,127.0415,37.7359,경기의정부시,0,승용차자전거,0,0,0,64,0,0
2015-05-27,0,2,2,7,5,0,0,충남,금산군,1,9,5,0,0,2,3,127.4736,36.1226,충남금산군,2,승합차화물차,0,0,0,68,0,0
2015-05-27,0,2,1,1,0,0,0,경기,양주시,1,9,6,1,1,0,5,126.9777,37.8971,경기양주시,0,승용차자전거,0,0,0,59,0,0
2015-05-28,0,3,1,1,0,0,0,대구,달서구,1,6,0,0,0,4,1,128.5376,35.8193,대구달서구,0,이륜차없음,0,0,0,20,0,0
2015-05-28,1,3,1,1,0,0,0,전북,부안군,1,1,0,0,0,1,3,126.7921,35.7471,전북부안군,0,화물차화물차,0,0,0,185,0,0
2015-05-28,1,3,1,1,0,0,0,전북,순창군,1,5,7,0,0,4,2,127.1424,35.3645,전북순창군,0,이륜차승용차,0,0,0,131,0,0
2015-05-28,1,3,1,4,0,3,0,부산,강서구,1,5,0,1,1,0,3,128.8782,35.1125,부산강서구,1,승용차화물차,0,0,0,206,0,0
2015-05-28,1,3,1,1,0,0,0,강원,고성군,1,8,7,1,1,6,2,128.4438,38.4413,강원고성군,0,원동기장치자전거승용차,0,0,0,217,0,0
2015-05-28,1,3,1,1,0,0,0,경기,수원시,1,10,0,0,0,4,1,127.0718,37.2663,경기수원시,0,이륜차없음,0,0,0,99,0,0
2015-05-29,0,4,1,2,0,1,0,경남,거제시,1,5,0,0,0,0,3,128.6118,34.894,경남거제시,0,승용차화물차,0,0,0,15,0,0
2015-05-29,0,4,1,1,0,0,0,강원,원주시,1,11,0,0,0,0,1,127.8482,37.3296,강원원주시,0,승용차없음,0,0,0,36,0,0
2015-05-29,0,4,1,2,1,0,0,경기,광주시,1,8,0,1,1,1,4,127.2125,37.3491,경기광주시,0,화물차이륜차,0,0,0,9,0,0
2015-05-29,0,4,1,2,1,0,0,충남,금산군,1,6,0,0,0,1,1,127.4754,36.1913,충남금산군,0,화물차없음,0,0,0,68,0,0
2015-05-29,1,4,1,1,0,0,0,인천,서구,1,8,3,0,0,1,5,126.6716,37.4784,인천서구,0,화물차자전거,0,0,0,97,0,0
