index,발생년월일,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,법규위반,도로형태_대분류,도로형태,당사자종별_1당_대분류,당사자종별_2당_대분류,경도,위도,발생지,사고피해정도,사고차량타입,도시여부,주말/공휴일,인구수,발생지번호,보행자의위치,무단횡단여부
20310,2012-04-28,0,5,1,1,0,0,0,서울,양천구,0,0,0,0,0,6,0,126.8637,37.54,서울양천구,0,6,0,1,0,140,1,1
20314,2012-05-07,1,0,1,1,0,0,0,충북,제천시,0,0,0,0,0,1,0,128.2289,37.1171,충북제천시,0,1,0,0,0,103,1,1
20317,2012-05-10,1,3,1,4,2,1,0,경기,하남시,0,4,1,0,0,4,0,127.2146,37.551,경기하남시,1,4,0,0,0,67,0,0
20321,2012-05-16,0,2,1,1,0,0,0,경기,김포시,0,1,0,0,0,0,0,126.5782,37.697,경기김포시,0,0,0,0,0,47,1,1
20323,2012-05-13,1,6,1,1,0,0,0,대전,유성구,0,0,0,1,1,3,0,127.2985,36.4069,대전유성구,0,3,0,1,0,148,1,1
20324,2012-05-20,0,6,1,1,0,0,0,서울,성동구,0,0,0,0,0,0,0,127.0544,37.55,서울성동구,0,0,0,1,0,84,1,1
20326,2012-05-18,0,4,1,1,0,0,0,경남,창원시(통합),0,1,0,0,0,1,0,128.6735,35.2714,경남창원시(통합),0,1,0,0,0,86,1,1
20327,2012-05-23,0,2,1,1,0,0,0,경기,용인시,0,1,0,1,2,0,0,127.1427,37.2582,경기용인시,0,0,0,0,0,51,1,1
20328,2012-05-22,1,1,1,1,0,0,0,경기,안성시,0,1,0,0,0,0,0,127.3256,37.0657,경기안성시,0,0,0,0,0,23,1,1
20332,2012-05-26,0,5,1,1,0,0,0,경기,화성시,0,1,0,0,0,0,0,126.6288,37.1705,경기화성시,0,0,0,1,0,50,1,1
20334,2012-06-01,0,4,1,1,0,0,0,경기,의정부시,0,0,0,0,0,1,0,127.0479,37.7098,경기의정부시,0,1,0,0,0,64,1,1
20344,2012-04-30,1,0,1,1,0,0,0,인천,강화군,0,0,1,1,1,1,0,126.4914,37.7416,인천강화군,0,1,0,0,0,92,1,0
20349,2012-05-02,1,2,1,1,0,0,0,충북,단양군,0,0,0,0,0,1,0,128.3789,37.0678,충북단양군,0,1,0,0,0,204,1,1
20352,2012-05-06,0,6,1,1,0,0,0,경북,안동시,0,1,0,0,0,0,0,128.7106,36.5608,경북안동시,0,0,0,1,0,66,1,1
20353,2012-05-05,1,5,1,1,0,0,0,강원,인제군,0,3,0,0,0,3,0,128.3242,37.9481,강원인제군,0,3,0,1,0,124,0,0
20354,2012-05-10,1,3,1,1,0,0,0,전남,여수시,0,1,0,0,0,1,0,127.804,34.4281,전남여수시,0,1,0,0,0,102,1,1
20358,2012-05-20,0,6,1,1,0,0,0,충남,아산시,0,1,0,1,2,0,0,127.0337,36.9015,충남아산시,0,0,0,1,0,53,1,1
20360,2012-05-25,0,4,1,1,0,0,0,충남,천안시,0,1,1,1,2,0,0,127.109,36.8126,충남천안시,0,0,0,0,0,63,1,0
20362,2012-05-23,1,2,1,1,0,0,0,경기,시흥시,0,0,0,0,0,1,0,126.6876,37.3342,경기시흥시,0,1,0,0,0,73,1,1
20365,2012-05-27,1,6,1,1,0,0,0,경기,이천시,0,0,0,1,1,0,0,127.4508,37.2743,경기이천시,0,0,0,1,0,41,1,1
20367,2012-05-27,0,6,1,1,0,0,0,강원,춘천시,0,0,1,1,1,0,0,127.7264,37.8622,강원춘천시,0,0,0,1,0,111,1,0
20371,2012-06-04,1,0,1,1,0,0,0,경북,고령군,0,4,0,1,2,0,0,128.2715,35.7294,경북고령군,0,0,0,0,0,220,0,0
20374,2012-06-03,1,6,1,1,0,0,0,전남,나주시,0,1,4,2,4,9,0,126.5997,35.0223,전남나주시,0,9,0,1,0,33,1,1
20377,2012-06-08,0,4,1,3,2,0,0,경기,양평군,0,2,0,0,0,4,0,127.4882,37.485,경기양평군,1,4,0,0,0,48,1,1
20384,2012-04-23,0,0,1,1,0,0,0,충남,태안군,0,1,0,0,0,1,0,126.3129,36.6549,충남태안군,0,1,0,0,0,169,1,1
20389,2012-05-03,0,3,1,1,0,0,0,부산,연제구,0,1,2,0,0,0,0,129.1071,35.1789,부산연제구,0,0,0,0,0,221,1,1
20390,2012-05-02,1,2,1,1,0,0,0,서울,광진구,0,0,0,1,1,1,0,127.0866,37.5373,서울광진구,0,1,0,0,0,183,1,1
20391,2012-05-07,0,0,1,1,0,0,0,전북,전주시,0,0,0,0,0,0,0,127.149,35.8129,전북전주시,0,0,0,0,0,11,1,1
20395,2012-05-11,0,4,1,1,0,0,0,전북,익산시,0,0,0,0,0,0,0,126.9575,35.9448,전북익산시,0,0,0,0,0,125,1,1
20398,2012-05-17,0,3,1,1,0,0,0,경기,안성시,0,2,0,0,0,0,0,127.2668,37.0153,경기안성시,0,0,0,0,0,23,1,1
20402,2012-05-19,1,5,1,1,0,0,0,대전,동구,0,0,0,0,0,0,0,127.4316,36.3338,대전동구,0,0,0,1,0,80,1,1
20405,2012-05-19,0,5,1,1,0,0,0,부산,금정구,0,1,0,0,3,0,0,129.0928,35.2709,부산금정구,0,0,0,1,0,96,1,1
20406,2012-05-17,0,3,1,1,0,0,0,광주,북구,0,1,0,0,0,0,0,126.921,35.1718,광주북구,0,0,0,0,0,137,1,1
20418,2012-06-10,0,6,1,3,1,1,0,인천,부평구,0,0,0,1,1,0,0,126.7046,37.4922,인천부평구,0,0,0,1,0,44,1,1
20419,2012-06-08,1,4,1,2,1,0,0,경기,포천시,0,4,1,0,0,0,0,127.2098,37.8927,경기포천시,0,0,0,0,0,171,0,0
20423,2012-06-13,1,2,1,1,0,0,0,경북,영천시,0,1,2,0,0,1,0,128.9369,35.9701,경북영천시,0,1,0,0,0,5,1,1
20430,2012-04-28,1,5,1,1,0,0,0,경남,진주시,0,2,0,2,4,0,0,128.0725,35.1858,경남진주시,0,0,0,1,0,42,1,1
20431,2012-05-04,1,4,1,1,0,0,0,제주,서귀포시,0,1,0,0,0,9,0,126.8547,33.4357,제주서귀포시,0,9,0,0,0,62,1,1
20434,2012-05-05,0,5,1,1,0,0,0,서울,금천구,0,1,0,0,0,0,0,126.9126,37.4621,서울금천구,0,0,0,1,0,109,1,1
20436,2012-05-12,0,5,1,1,0,0,0,충남,천안시,0,1,0,0,0,0,0,127.108,36.8233,충남천안시,0,0,0,1,0,63,1,1
20437,2012-05-12,0,5,1,1,0,0,0,부산,동래구,0,0,0,2,4,1,0,129.086,35.2059,부산동래구,0,1,0,1,0,216,1,1
20438,2012-05-10,1,3,1,1,0,0,0,전남,고흥군,0,1,0,0,0,0,0,127.2987,34.6336,전남고흥군,0,0,0,0,0,191,1,1
20439,2012-05-16,1,2,1,1,0,0,0,경북,상주시,0,2,0,0,0,1,0,127.9663,36.338,경북상주시,0,1,0,0,0,58,1,1
20443,2012-05-25,1,4,1,1,0,0,0,대구,수성구,0,2,0,0,0,2,0,128.6339,35.8589,대구수성구,0,2,0,0,0,37,1,1
20445,2012-05-30,0,2,1,1,0,0,0,전북,고창군,0,1,0,0,0,1,0,126.4931,35.4075,전북고창군,0,1,0,0,0,219,1,1
20450,2012-06-01,0,4,1,1,0,0,0,광주,남구,0,0,0,0,0,1,0,126.8965,35.1377,광주남구,0,1,0,0,0,190,1,1
20453,2012-06-07,1,3,1,1,0,0,0,대전,동구,0,4,4,0,3,1,0,127.4486,36.3107,대전동구,0,1,0,0,0,80,0,0
20454,2012-06-07,1,3,1,1,0,0,0,경기,화성시,0,0,0,0,0,1,0,127.0368,37.2118,경기화성시,0,1,0,0,0,50,1,1
20455,2012-06-04,0,0,1,2,0,1,0,부산,사상구,0,1,0,0,0,0,0,128.9925,35.1841,부산사상구,0,0,0,0,0,120,1,1
20458,2012-06-11,1,0,1,1,0,0,0,대구,수성구,0,1,0,0,0,0,0,128.6422,35.823,대구수성구,0,0,0,0,0,37,1,1
20463,2012-03-15,0,3,1,1,0,0,0,경남,창원시(통합),0,2,0,0,0,1,0,128.6974,35.1556,경남창원시(통합),0,1,0,0,0,86,1,1
20466,2012-03-20,0,1,1,1,0,0,0,경기,수원시,0,0,0,0,0,2,0,127.0032,37.2769,경기수원시,0,2,0,0,0,99,1,1
20470,2012-04-02,1,0,1,2,0,1,0,대구,수성구,0,4,0,1,2,0,0,128.6331,35.8246,대구수성구,0,0,0,0,0,37,0,0
20471,2012-04-02,1,0,1,1,0,0,0,전북,남원시,0,0,0,1,1,1,0,127.3831,35.4131,전북남원시,0,1,0,0,0,193,1,1
20472,2012-04-01,1,6,1,1,0,0,0,부산,동래구,0,1,0,0,0,0,0,129.0663,35.1974,부산동래구,0,0,0,1,0,216,1,1
20473,2012-04-01,0,6,1,1,0,0,0,충남,아산시,0,2,0,1,2,0,0,126.86,36.8803,충남아산시,0,0,0,1,0,53,1,1
20474,2012-04-02,1,0,1,1,0,0,0,전북,남원시,0,0,2,0,3,1,0,127.388,35.4075,전북남원시,0,1,0,0,0,193,1,1
20475,2012-04-06,1,4,1,1,0,0,0,경기,성남시,0,1,0,1,2,0,0,127.1405,37.4399,경기성남시,0,0,0,0,0,95,1,1
20476,2012-04-07,0,5,1,1,0,0,0,부산,영도구,0,0,0,0,3,0,0,129.0645,35.0944,부산영도구,0,0,0,1,0,173,1,1
20478,2012-04-11,0,2,1,1,0,0,0,충남,청양군,0,0,0,0,0,1,0,126.8062,36.4506,충남청양군,0,1,0,1,0,174,1,1
20481,2012-04-11,0,2,1,1,0,0,0,울산,중구,0,0,0,0,0,0,0,129.3138,35.559,울산중구,0,0,0,1,0,205,1,1
20482,2012-04-19,0,3,1,1,0,0,0,전남,무안군,0,0,0,0,0,0,0,126.4326,34.8955,전남무안군,0,0,0,0,0,101,1,1
20483,2012-04-19,1,3,1,1,0,0,0,인천,계양구,0,1,0,1,1,3,0,126.7437,37.5274,인천계양구,0,3,0,0,0,7,1,1
20484,2012-04-16,0,0,1,1,0,0,0,경남,김해시,0,2,0,0,0,1,0,128.8943,35.235,경남김해시,0,1,0,0,0,13,1,1
20485,2012-04-18,1,2,1,1,0,0,0,서울,종로구,0,0,0,0,0,1,0,126.9859,37.5773,서울종로구,0,1,0,0,0,116,1,1
20488,2012-03-13,0,1,1,1,0,0,0,서울,관악구,0,0,0,0,0,0,0,126.9688,37.4752,서울관악구,0,0,0,0,0,188,1,1
20489,2012-03-09,1,4,1,1,0,0,0,서울,중랑구,0,0,0,0,0,7,0,127.0927,37.5896,서울중랑구,0,7,0,0,0,196,1,1
20493,2012-03-21,0,2,1,1,0,0,0,전남,여수시,0,0,0,0,0,1,0,127.6121,34.841,전남여수시,0,1,0,0,0,102,1,1
20494,2012-03-22,1,3,1,1,0,0,0,전북,전주시,0,1,0,0,0,0,0,127.1185,35.8035,전북전주시,0,0,0,0,0,11,1,1
20496,2012-03-17,0,5,1,1,0,0,0,경기,안산시,0,0,0,0,0,0,0,126.7826,37.3314,경기안산시,0,0,0,1,0,2,1,1
20501,2012-03-30,0,4,1,1,0,0,0,전북,군산시,0,1,0,0,0,0,0,126.7045,35.961,전북군산시,0,0,0,0,0,166,1,1
20503,2012-03-30,0,4,1,1,0,0,0,경기,광명시,0,2,0,0,0,2,0,126.8697,37.4566,경기광명시,0,2,0,0,0,81,1,1
20507,2012-04-06,0,4,1,1,0,0,0,경남,창원시(통합),0,1,0,0,0,1,0,128.6723,35.247,경남창원시(통합),0,1,0,0,0,86,1,1
20508,2012-04-04,0,2,1,1,0,0,0,서울,송파구,0,0,2,1,1,0,0,127.1116,37.4903,서울송파구,0,0,0,0,0,156,1,1
20510,2012-04-11,0,2,1,1,0,0,0,경기,이천시,0,0,0,1,1,1,0,127.4022,37.3084,경기이천시,0,1,0,1,0,41,1,1
20512,2012-04-14,0,5,1,1,0,0,0,충남,홍성군,0,2,0,0,0,0,0,126.617,36.5052,충남홍성군,0,0,0,1,0,38,1,1
20513,2012-04-19,0,3,1,2,0,1,0,경남,하동군,0,1,5,0,0,0,0,127.6248,35.1937,경남하동군,0,0,0,0,0,172,1,1
20515,2012-04-17,0,1,1,1,0,0,0,전남,순천시,0,0,0,1,1,0,0,127.5025,34.9401,전남순천시,0,0,0,0,0,27,1,1
20516,2012-04-24,1,1,1,1,0,0,0,전남,목포시,0,0,0,0,0,0,0,126.4129,34.817,전남목포시,0,0,0,0,0,153,1,1
20518,2012-02-29,0,2,1,1,0,0,0,서울,동작구,0,1,0,0,0,2,0,126.9694,37.4854,서울동작구,0,2,0,0,0,93,1,1
20520,2012-03-06,0,1,1,1,0,0,0,경북,경주시,0,1,0,0,0,0,0,129.2063,35.8278,경북경주시,0,0,0,0,0,100,1,1
20522,2012-03-17,0,5,1,1,0,0,0,경기,의왕시,0,0,0,1,2,0,0,126.9728,37.3499,경기의왕시,0,0,0,1,0,199,1,1
20525,2012-03-17,0,5,2,2,0,0,0,충북,충주시,0,1,0,0,0,0,0,127.9299,37.06,충북충주시,0,0,0,1,0,6,1,1
20528,2012-03-15,0,3,1,1,0,0,0,경남,김해시,0,0,0,0,0,2,0,128.9032,35.2425,경남김해시,0,2,0,0,0,13,1,1
20529,2012-03-22,1,3,1,1,0,0,0,경북,청도군,0,0,2,0,3,0,0,128.6947,35.6745,경북청도군,0,0,0,0,0,3,1,1
20531,2012-03-24,0,5,1,1,0,0,0,인천,남구,0,0,0,0,3,0,0,126.6707,37.452,인천남동구,0,0,0,1,0,29,1,1
20532,2012-03-24,0,5,1,1,0,0,0,경기,평택시,0,1,0,0,0,0,0,127.0655,37.1094,경기평택시,0,0,0,1,0,14,1,1
20534,2012-03-23,0,4,1,1,0,0,0,서울,영등포구,0,0,0,0,3,0,0,126.9045,37.4984,서울영등포구,0,0,0,0,0,150,1,1
20535,2012-03-29,1,3,1,1,0,0,0,서울,강서구,0,1,0,0,0,4,0,126.8153,37.5684,서울강서구,0,4,0,0,0,43,1,1
20536,2012-03-27,1,1,1,1,0,0,0,경남,함양군,0,1,0,0,0,1,0,127.74,35.5383,경남함양군,0,1,0,0,0,108,1,1
20542,2012-04-12,1,3,1,1,0,0,0,경기,연천군,0,1,0,0,0,2,0,127.0611,38.0297,경기연천군,0,2,0,0,0,106,1,1
20543,2012-04-10,0,1,1,1,0,0,0,경북,경주시,0,1,0,0,3,0,0,129.2243,35.8485,경북경주시,0,0,0,0,0,100,1,1
20546,2012-04-15,0,6,1,1,0,0,0,충남,부여군,0,1,0,1,1,1,0,126.9087,36.2815,충남부여군,0,1,0,1,0,129,1,1
20548,2012-04-20,0,4,1,1,0,0,0,충남,당진시,0,3,0,0,0,1,0,126.6492,36.8212,충남당진시,0,1,0,0,0,46,0,0
20549,2012-04-16,0,0,1,1,0,0,0,강원,삼척시,0,3,0,0,0,0,0,129.049,37.2485,강원삼척시,0,0,0,0,0,78,0,0
20552,2012-04-23,1,0,1,1,0,0,0,대구,달서구,0,1,4,0,0,0,0,128.5375,35.8503,대구달서구,0,0,0,0,0,20,1,1
20553,2012-04-23,1,0,1,1,0,0,0,경북,고령군,0,2,0,1,2,1,0,128.4554,35.8235,경북고령군,0,1,0,0,0,220,1,1
20555,2012-04-23,1,0,1,1,0,0,0,제주,제주시,0,1,0,0,0,2,0,126.5068,33.5164,제주제주시,0,2,0,0,0,90,1,1
20559,2012-03-09,0,4,1,1,0,0,0,대전,대덕구,0,0,0,0,0,0,0,127.4152,36.3576,대전대덕구,0,0,0,0,0,77,1,1
20560,2012-03-07,1,2,1,2,0,1,0,경기,안성시,0,1,0,0,0,1,0,127.2692,36.9893,경기안성시,0,1,0,0,0,23,1,1
20561,2012-03-06,0,1,1,1,0,0,0,서울,성동구,0,0,0,0,3,0,0,127.0387,37.5583,서울성동구,0,0,0,0,0,84,1,1
20565,2012-03-15,0,3,1,1,0,0,0,충남,당진시,0,2,0,0,0,0,0,126.7685,36.827,충남당진시,0,0,0,0,0,46,1,1
20567,2012-03-19,0,0,1,1,0,0,0,서울,서초구,0,0,0,0,0,2,0,127.0157,37.5041,서울서초구,0,2,0,0,0,214,1,1
20569,2012-03-24,0,5,1,1,0,0,0,서울,마포구,0,1,3,1,1,0,0,126.9031,37.5569,서울마포구,0,0,0,1,0,159,1,1
20570,2012-03-26,0,0,1,1,0,0,0,충남,당진시,0,0,2,0,0,1,0,126.6359,36.9016,충남당진시,0,1,0,0,0,46,1,1
20574,2012-03-31,0,5,1,1,0,0,0,경남,진주시,0,2,0,0,0,0,0,128.0903,35.1787,경남진주시,0,0,0,1,0,42,1,1
20575,2012-03-31,0,5,1,1,0,0,0,경기,안산시,0,0,0,2,4,0,0,126.7893,37.3281,경기안산시,0,0,0,1,0,2,1,1
20577,2012-04-06,1,4,1,1,0,0,0,경남,통영시,0,0,1,0,0,3,0,128.4213,34.8423,경남통영시,0,3,0,0,0,212,1,0
20579,2012-04-12,1,3,1,1,0,0,0,대구,북구,0,0,1,0,3,1,0,128.5481,35.9483,대구북구,0,1,0,0,0,112,1,0
20582,2012-04-16,1,0,1,1,0,0,0,부산,강서구,0,1,4,2,4,1,0,128.981,35.2111,부산강서구,0,1,0,0,0,206,1,1
20583,2012-04-27,1,4,1,1,0,0,0,전남,곡성군,0,0,0,1,1,0,0,127.2939,35.2783,전남곡성군,0,0,0,0,0,147,1,1
20584,2012-03-02,1,4,1,1,0,0,0,경기,안산시,0,0,1,0,3,5,0,126.8472,37.283,경기안산시,0,5,0,0,0,2,1,0
20591,2012-03-13,0,1,1,2,1,0,0,충남,서산시,0,0,0,1,2,4,0,126.4112,36.9686,충남서산시,0,4,0,0,0,69,1,1
20597,2012-03-20,0,1,1,1,0,0,0,서울,강남구,0,0,0,0,0,0,0,127.0404,37.5067,서울강남구,0,0,0,0,0,89,1,1
20598,2012-03-26,1,0,1,1,0,0,0,경기,고양시,0,1,0,0,3,2,0,126.761,37.6703,경기고양시,0,2,0,0,0,40,1,1
20600,2012-03-23,0,4,1,1,0,0,0,강원,원주시,0,0,1,1,2,0,0,127.9482,37.3362,강원원주시,0,0,0,0,0,36,1,0
20602,2012-04-07,0,5,1,1,0,0,0,경남,진주시,0,0,0,0,0,0,0,128.0661,35.1613,경남진주시,0,0,0,1,0,42,1,1
20605,2012-04-05,0,3,1,1,0,0,0,대전,서구,0,0,0,1,2,0,0,127.3741,36.3578,대전서구,0,0,0,0,0,4,1,1
20606,2012-04-15,0,6,1,1,0,0,0,대전,서구,0,0,0,0,3,0,0,127.3684,36.3475,대전서구,0,0,0,1,0,4,1,1
20608,2012-04-15,0,6,1,1,0,0,0,강원,횡성군,0,0,0,0,0,0,0,127.9864,37.5734,강원횡성군,0,0,0,1,0,31,1,1
20609,2012-04-14,0,5,1,2,1,0,0,전남,광양시,0,0,1,0,3,0,0,127.6769,34.9477,전남광양시,0,0,0,1,0,130,1,0
20611,2012-04-19,1,3,1,1,0,0,0,전북,전주시,0,3,0,0,0,0,0,127.1083,35.8046,전북전주시,0,0,0,0,0,11,0,0
20612,2012-04-19,0,3,1,1,0,0,0,경북,경산시,0,0,0,1,1,0,0,128.7592,35.8435,경북경산시,0,0,0,0,0,52,1,1
20614,2012-04-22,0,6,1,1,0,0,0,서울,강남구,0,0,0,0,0,0,0,127.0559,37.5222,서울강남구,0,0,0,1,0,89,1,1
20618,2012-03-05,0,0,1,2,0,1,0,대구,동구,0,0,5,1,1,0,0,128.7238,35.8678,대구동구,0,0,0,0,0,26,1,1
20619,2012-03-12,0,0,1,1,0,0,0,서울,중랑구,0,0,0,0,3,0,0,127.1004,37.6,서울중랑구,0,0,0,0,0,196,1,1
20620,2012-04-04,1,2,1,1,0,0,0,전남,완도군,0,1,0,0,0,0,0,126.755,34.3116,전남완도군,0,0,0,0,0,141,1,1
20622,2012-03-31,1,5,1,1,0,0,0,경기,수원시,0,0,0,0,0,0,0,127.0177,37.3012,경기수원시,0,0,0,1,0,99,1,1
20623,2012-03-31,1,5,1,2,0,1,0,경기,부천시,0,1,0,0,3,2,0,126.8165,37.4885,경기부천시,0,2,0,1,0,65,1,1
20626,2012-04-07,0,5,1,1,0,0,0,경기,광주시,0,1,0,0,0,6,0,127.2446,37.4144,경기광주시,0,6,0,1,0,9,1,1
20629,2012-04-12,1,3,1,1,0,0,0,부산,동구,0,0,0,1,1,1,0,129.0369,35.1141,부산동구,0,1,0,0,0,209,1,1
20630,2012-04-07,0,5,1,1,0,0,0,경기,화성시,0,3,0,0,0,0,0,126.7477,37.0625,경기화성시,0,0,0,1,0,50,0,0
20631,2012-04-15,0,6,1,1,0,0,0,경북,구미시,0,4,3,0,3,2,0,128.3434,36.1229,경북구미시,0,2,0,1,0,144,0,0
20632,2012-04-14,0,5,1,2,0,1,0,제주,서귀포시,0,0,0,0,0,4,0,126.6488,33.2719,제주서귀포시,0,4,0,1,0,62,1,1
20633,2012-04-14,0,5,1,1,0,0,0,서울,용산구,0,1,0,0,3,2,0,126.9721,37.5557,서울용산구,0,2,0,1,0,134,1,1
20636,2012-04-13,1,4,1,1,0,0,0,서울,금천구,0,1,0,0,0,1,0,126.9055,37.4566,서울금천구,0,1,0,0,0,109,1,1
20638,2012-04-19,1,3,1,1,0,0,0,인천,남구,0,0,0,0,0,1,0,126.6838,37.4639,인천남동구,0,1,0,0,0,29,1,1
20646,2012-03-01,1,3,1,1,0,0,0,부산,사상구,0,1,0,0,0,2,0,128.9948,35.1369,부산사상구,0,2,0,1,0,120,1,1
20650,2012-03-13,1,1,1,1,0,0,0,경기,수원시,0,0,0,0,0,0,0,127.0262,37.2766,경기수원시,0,0,0,0,0,99,1,1
20651,2012-03-10,0,5,1,1,0,0,0,경남,진주시,0,1,0,0,0,1,0,128.1492,35.2131,경남진주시,0,1,0,1,0,42,1,1
20654,2012-03-15,0,3,1,1,0,0,0,경기,안양시,0,0,0,1,1,0,0,126.9283,37.4018,경기안양시,0,0,0,0,0,151,1,1
20655,2012-03-15,1,3,1,1,0,0,0,서울,동대문구,0,1,0,0,0,2,0,127.0358,37.5782,서울동대문구,0,2,0,0,0,201,1,1
20657,2012-03-21,0,2,1,1,0,0,0,경남,양산시,0,3,0,2,4,0,0,129.0351,35.3383,경남양산시,0,0,0,0,0,49,0,0
20659,2012-03-24,0,5,1,1,0,0,0,충북,보은군,0,4,0,0,0,1,0,127.7229,36.4807,충북보은군,0,1,0,1,0,32,0,0
20662,2012-03-28,0,2,1,1,0,0,0,경기,양평군,0,1,0,0,0,0,0,127.6141,37.5038,경기양평군,0,0,0,0,0,48,1,1
20663,2012-03-28,0,2,1,1,0,0,0,울산,울주군,0,0,0,0,0,0,0,129.2548,35.5573,울산울주군,0,0,0,0,0,17,1,1
20664,2012-03-28,0,2,1,1,0,0,0,인천,중구,0,3,0,0,3,0,0,126.486,37.4925,인천중구,0,0,0,0,0,72,0,0
20667,2012-04-01,1,6,1,1,0,0,0,경기,남양주시,0,1,0,0,0,0,0,127.1101,37.6472,경기남양주시,0,0,0,1,0,70,1,1
20668,2012-04-01,1,6,1,1,0,0,0,부산,북구,0,1,0,0,0,0,0,129.006,35.2301,부산북구,0,0,0,1,0,118,1,1
20671,2012-04-04,0,2,1,1,0,0,0,서울,영등포구,0,2,0,0,0,2,0,126.9083,37.4973,서울영등포구,0,2,0,0,0,150,1,1
20674,2012-04-09,1,0,1,1,0,0,0,서울,강서구,0,2,0,1,1,0,0,126.844,37.5323,서울강서구,0,0,0,0,0,43,1,1
20681,2012-04-14,0,5,1,1,0,0,0,충남,논산시,0,0,0,0,0,1,0,127.1453,36.2125,충남논산시,0,1,0,1,0,61,1,1
20689,2012-03-09,0,4,1,1,0,0,0,서울,양천구,0,2,0,1,1,1,0,126.8384,37.5211,서울양천구,0,1,0,0,0,140,1,1
20690,2012-03-05,0,0,1,1,0,0,0,서울,종로구,0,0,0,0,0,0,0,126.9641,37.5724,서울종로구,0,0,0,0,0,116,1,1
20691,2012-03-12,0,0,1,1,0,0,0,충북,음성군,0,1,0,0,0,0,0,127.5997,37.0187,충북음성군,0,0,0,0,0,110,1,1
20693,2012-03-10,0,5,1,1,0,0,0,전남,진도군,0,0,0,0,3,1,0,126.2977,34.4392,전남진도군,0,1,0,1,0,71,1,1
20694,2012-03-10,0,5,1,1,0,0,0,서울,서초구,0,0,0,0,3,0,0,127.02,37.5106,서울서초구,0,0,0,1,0,214,1,1
20698,2012-03-15,0,3,1,1,0,0,0,서울,영등포구,0,4,4,0,0,1,0,126.9178,37.5261,서울영등포구,0,1,0,0,0,150,0,0
20701,2012-03-21,1,2,1,1,0,0,0,전남,여수시,0,0,1,1,1,1,0,127.7191,34.804,전남여수시,0,1,0,0,0,102,1,0
20702,2012-03-22,0,3,1,1,0,0,0,강원,강릉시,0,0,1,0,3,1,0,128.8844,37.7687,강원강릉시,0,1,0,0,0,194,1,0
20705,2012-03-23,0,4,1,1,0,0,0,서울,금천구,0,1,1,1,2,0,0,126.8823,37.4827,서울금천구,0,0,0,0,0,109,1,0
20706,2012-03-29,0,3,1,1,0,0,0,부산,사상구,0,0,0,0,0,1,0,128.9859,35.1954,부산사상구,0,1,0,0,0,120,1,1
20707,2012-03-31,1,5,1,1,0,0,0,경기,안성시,0,1,0,1,2,1,0,127.2501,37.0121,경기안성시,0,1,0,1,0,23,1,1
20708,2012-03-31,0,5,1,1,0,0,0,울산,중구,0,2,0,1,2,0,0,129.3106,35.553,울산중구,0,0,0,1,0,205,1,1
20722,2012-04-22,0,6,1,1,0,0,0,전북,익산시,0,0,1,0,0,2,0,126.9601,35.933,전북익산시,0,2,0,1,0,125,1,0
20728,2012-04-22,0,6,1,1,0,0,0,경기,양주시,0,1,0,0,0,1,0,126.9958,37.8737,경기양주시,0,1,0,1,0,59,1,1
20730,2012-04-21,1,5,1,1,0,0,0,전남,여수시,0,0,0,0,0,0,0,127.6788,34.7642,전남여수시,0,0,0,1,0,102,1,1
20731,2012-04-27,1,4,1,1,0,0,0,강원,동해시,0,1,0,0,0,0,0,129.109,37.5423,강원동해시,0,0,0,0,0,210,1,1
20734,2012-03-07,0,2,1,1,0,0,0,전남,여수시,0,0,0,1,2,1,0,127.7099,34.7542,전남여수시,0,1,0,0,0,102,1,1
20736,2012-03-13,0,1,1,2,1,0,0,제주,서귀포시,0,0,1,0,3,0,0,126.7998,33.307,제주서귀포시,0,0,0,0,0,62,1,0
20737,2012-03-20,0,1,1,1,0,0,0,대구,달성군,0,1,0,0,0,0,0,128.4467,35.6825,대구달성군,0,0,0,0,0,30,1,1
20739,2012-03-30,1,4,1,1,0,0,0,충북,청주시,0,1,0,0,0,1,0,127.4343,36.6279,충북청주시,0,1,0,0,0,83,1,1
20744,2012-04-05,0,3,1,1,0,0,0,부산,연제구,0,0,0,0,0,2,0,129.0761,35.1789,부산연제구,0,2,0,0,0,221,1,1
20745,2012-03-05,0,0,1,1,0,0,0,경기,수원시,0,0,0,1,2,0,0,127.0123,37.2705,경기수원시,0,0,0,0,0,99,1,1
20748,2012-03-11,0,6,1,1,0,0,0,강원,영월군,0,3,4,0,0,0,0,128.4444,37.1833,강원영월군,0,0,0,1,0,114,0,0
20750,2012-03-16,0,4,1,1,0,0,0,서울,은평구,0,0,0,0,0,0,0,126.9156,37.6029,서울은평구,0,0,0,0,0,139,1,1
20751,2012-04-14,1,5,1,1,0,0,0,전북,고창군,0,1,0,0,0,1,0,126.6665,35.4114,전북고창군,0,1,0,1,0,219,1,1
20752,2012-04-13,0,4,1,1,0,0,0,전남,여수시,0,0,0,0,0,0,0,127.7276,34.7407,전남여수시,0,0,0,0,0,102,1,1
20756,2012-04-18,1,2,1,1,0,0,0,충북,영동군,0,1,0,0,0,1,0,128.0014,36.2178,충북영동군,0,1,0,0,0,75,1,1
